type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,RUL,<lambda>_Battery_current,<lambda>_Battery_impedance,<lambda>_Current_charge,<lambda>_Current_load,<lambda>_Current_measured,<lambda>_Sense_current,<lambda>_Temperature_measured,<lambda>_Voltage_charge,<lambda>_Voltage_load,<lambda>_Voltage_measured,mean_Battery_current,mean_Battery_impedance,mean_Current_charge,mean_Current_load,mean_Current_measured,mean_Rectified_Impedance,mean_Sense_current,mean_Temperature_measured,mean_Voltage_charge,mean_Voltage_load,mean_Voltage_measured,std_Battery_current,std_Battery_impedance,std_Current_charge,std_Current_load,std_Current_measured,std_Rectified_Impedance,std_Sense_current,std_Temperature_measured,std_Voltage_charge,std_Voltage_load,std_Voltage_measured,Impedance_Magnitude_Avg,Impedance_Magnitude_Change_Rate
charge,2010-06-23 17:31:13,4,B0041,86,3082,03082.csv,,,,,,,0.0,,-0.0037407819021651,,-1.5648126215447378,0.0,,0.0522351220671266,,,0.0221085271317829,,0.0210184530919455,,,5.781680198271944,1.3357596899224806,,4.195971472007959,,,0.0633771528246285,,0.0641156393048042,,,0.7605059737174233,1.9744792306564272,,0.0103372835244815,,
discharge,2010-06-23 20:32:31,4,B0041,87,3083,03083.csv,0.04808782735825877,,,0.0,,,,-0.0001999999999999,0.0037255029779478,,5.119338161117187,,0.001,-0.1673931839236155,,,,1.95824,-1.943108082149396,,,6.867303793453594,,0.8608999999999998,3.3407510468710697,,,,2.067103239479506,2.0546880338576017,,,2.0980095542761994,,1.3121849844184823,0.8942375679437307,,
impedance,2010-06-23 20:39:52,24,B0041,88,3084,03084.csv,,0.05353843916993353,0.1834909943354005,,-92.9696226374904,0.3662583450400733,,,,20.81747212101618,,,,,296.4417655721777,0.2400226946261291,,,,0.0932918834293899,867.1115791120892,,,,,40.00300055894087,0.0666803863633045,,,,0.0316324531769569,34.38604510692671,,,,,0.0930901335772409,
charge,2010-06-23 21:11:42,4,B0041,89,3085,03085.csv,,,,,,,0.0,,-0.0017136766772915,,-1.1921313359127383,0.0,,0.045817858477851,,,0.0479193925233644,,0.04764685836843,,,5.564570998727753,2.985085280373832,,4.20248009635185,,,0.0826560083542475,,0.0828079716879839,,,0.8013107926771642,1.949633251094006,,0.0130496109619878,,
impedance,2010-06-23 22:38:15,24,B0041,90,3086,03086.csv,,0.05515378413547499,0.1840077663962839,,-86.5310081360175,0.303706669992967,,,,17.682735828012483,,,,,293.9973033752421,0.2436618759835992,,,,0.0968051151549286,869.6212007900364,,,,,39.565253516073845,0.0704573591705394,,,,0.0339055470875628,34.09773867070786,,,,,0.09656141573632117,
discharge,2010-06-23 23:10:05,4,B0041,91,3087,03087.csv,0.04842261926326617,,,0.0,,,,-0.0003999999999999,-0.0018642217669657,,2.8914331630812056,,0.001,-0.1667541472850295,,,,1.97222,-1.962068668738532,,,7.376798555753924,,0.8876999999999999,3.376535267030834,,,,2.079883645143,2.072197286027134,,,1.4517665505279622,,1.3133087180434344,0.8571632531286119,,
charge,2010-06-23 23:13:26,4,B0041,92,3088,03088.csv,,,,,,,0.0,,0.0012292445652523,,-3.692179202457304,0.0,,0.1011800573043011,,,0.0579847009735744,,0.0578364405255723,,,6.011784239248502,2.8667969401947158,,4.201785102368809,,,0.1154217217871979,,0.1162385703288012,,,0.9580269583673772,2.00416088844865,,0.0122602863779705,,
discharge,2010-06-24 00:22:53,4,B0041,93,3089,03089.csv,0.04798649525462829,,,0.0,,,,-0.0001999999999999,0.001743873351079,,3.71322350964696,,0.001,-0.1554943804159601,,,,1.7762666666666669,-1.7719212345736954,,,6.443867741135219,,0.9397777777777778,3.516920360081993,,,,2.105823940883948,2.099402306134117,,,1.543196408559167,,1.3619417918708734,0.7577080209414735,,
charge,2010-06-24 00:26:01,4,B0041,94,3090,03090.csv,,,,,,,0.0,,-0.0001623041069515,,-2.361843897620715,0.0,,0.0929192289167399,,,0.0677894736842105,,0.0679288751469156,,,6.034728920608487,3.551248120300752,,4.20453975715879,,,0.1209654385673144,,0.1212555943471302,,,1.03569461928534,1.5933796870831711,,0.0132684608837437,,
discharge,2010-06-24 01:18:04,4,B0041,95,3091,03091.csv,0.04822175200495124,,,0.0,,,,-0.0003999999999999,0.0037582246027824,,4.797668343341076,,0.001,-0.1686760533350249,,,,1.96442,-1.9559507912713312,,,8.159447293088878,,0.8709999999999999,3.356583779630796,,,,2.0726678920335178,2.066380403758884,,,1.9886060825961025,,1.3137244764409317,0.8806895496244808,,
charge,2010-06-24 01:21:25,4,B0041,96,3092,03092.csv,,,,,,,0.002,,-0.0007446157474634,,-5.651752341257703,0.0,,0.1002004273752081,,,0.0738342059336823,,0.0741613400778338,,,6.188102614292219,4.075623036649215,,4.206146273148707,,,0.1254123356484667,,0.1257894660540964,,,1.2629178405844137,0.8735148260656467,,0.0112185441236254,,
discharge,2010-06-24 02:17:42,4,B0041,97,3093,03093.csv,0.04787731566765343,,,0.0,,,,-0.0001999999999999,-0.0015907499253647,,4.159580244019621,,0.001,-0.1549561704199344,,,,1.7762444444444447,-1.7607054829879762,,,5.5290205453691215,,0.9255555555555556,3.506509095784585,,,,2.105845024634476,2.087534410892995,,,1.7493268447245487,,1.3654336409279575,0.775048435761913,,
charge,2010-06-24 02:20:51,4,B0041,98,3094,03094.csv,,,,,,,0.0,,0.0028533200922675,,-2.3849813049095268,0.0,,0.0925552952297952,,,0.0672423076923077,,0.0676289294531455,,,5.975139617608341,3.867569230769232,,4.205769138797302,,,0.1182099913720278,,0.118705049255436,,,0.9717323169770836,1.2355196916652778,,0.0130050166227583,,
discharge,2010-06-24 03:12:12,4,B0041,99,3095,03095.csv,0.04829032055579415,,,0.0,,,,-0.0002,-0.0008143398072773,,3.691362291090492,,0.001,-0.15500016483311,,,,1.7762000000000002,-1.768133964644233,,,7.124961498497141,,0.9357777777777776,3.515900077394173,,,,2.105887188336545,2.0951193145871807,,,1.530432667315142,,1.3647722133911009,0.7624806944071713,,
impedance,2010-06-24 03:19:21,24,B0041,100,3096,03096.csv,,0.05360869801328119,0.19409196015739236,,-90.68538932493776,0.3449700493210681,,,,18.215424882331945,,,,,294.7937148193664,0.2428176764212642,,,,0.0958726755373516,868.9372708223958,,,,,40.11326164706269,0.0686220248445921,,,,0.0339804465210556,34.3536469942754,,,,,0.09562850325622516,
charge,2010-06-24 03:51:11,4,B0041,101,3097,03097.csv,,,,,,,0.0,,0.0008178911480343,,2.2160713179834275,0.0,,0.0386626212792995,,,0.0523518518518518,,0.0522596205335908,,,5.599303016701913,3.455029320987655,,4.2039974007475776,,,0.0855478009113581,,0.0852356954847545,,,0.7545795917265061,1.664649614070261,,0.0148593177423098,,
impedance,2010-06-24 04:59:00,24,B0041,102,3098,03098.csv,,0.05307708860997638,0.2149164793040737,,-80.37657091423927,0.227532599540813,,,,9.59040145439826,,,,,292.1740627692132,0.2474451441043782,,,,0.0987124535526841,871.3928683018588,,,,,40.95367865423808,0.0743221618760701,,,,0.0364841313473422,35.5269071418406,,,,,0.09845318609678011,
discharge,2010-06-25 18:45:05,4,B0041,103,3099,03099.csv,1.2156494086360898,,,0.0,,,,0.0,-0.0002317481701029,,2.3819297568913296,,0.0,-0.636607873436001,,,,0.84751466083151,-0.8543609566361372,,,9.1548468826093,,2.403663019693654,3.3112454225976364,,,,0.3575945628578066,0.360178222174855,,,1.890810318452528,,1.0632587219860734,0.3512968033343602,,
impedance,2010-06-25 20:24:06,24,B0041,104,3100,03100.csv,,0.059739667429483986,0.21736946692749104,,-71.47805846524969,0.1160806335142843,,,,0.1747184122488079,,,,,292.6446679706269,0.2493879175023119,,,,0.0969569404882901,870.6551548271309,,,,,42.24708569685329,0.0783951149118738,,,,0.0361482259796368,37.4418641605458,,,,,0.09661189229734028,
charge,2010-06-25 20:55:56,4,B0041,105,3101,03101.csv,,,,,,,0.061,,0.0618286364295055,,0.3287479584690169,4.247,,0.5997144628954687,,,0.4348559870550161,,0.4384988683374073,,,6.580554224576014,4.427687702265373,,4.202129292767058,,,0.440909084265055,,0.4441133818367791,,,1.0440000052358174,0.2335954919248331,,0.0267011837732854,,
impedance,2010-06-26 00:01:20,24,B0041,106,3102,03102.csv,,0.05202272396728694,0.19555490407656484,,-90.84318962584928,0.3526390328388202,,,,22.500531381386168,,,,,292.8644997396205,0.2457888381064316,,,,0.0984651216899663,870.5577346585168,,,,,39.19650159618785,0.0688994930749424,,,,0.0345126995245766,33.62336554989265,,,,,0.09823184682011049,
discharge,2010-06-26 00:33:10,4,B0041,107,3103,03103.csv,1.1476416320946565,,,0.0,,,,-0.0001999999999999,0.0018227241664639,,1.393803830772275,,0.0,-0.5820834779212825,,,,0.791175809935205,-0.7981740885950973,,,8.881539906101905,,2.2600129589632827,3.3541760641303275,,,,0.4048728061961237,0.407676108768687,,,1.962537604937958,,1.1987433516847237,0.3538318540859053,,
charge,2010-06-26 02:09:46,4,B0041,108,3104,03104.csv,,,,,,,0.06,,0.0647477633153995,,-0.4117429081619228,4.247,,0.6186308710042363,,,0.4191345632121541,,0.4222710797054853,,,6.466249156948775,4.419545306565382,,4.202066001954237,,,0.4246989932514516,,0.4277493468818031,,,1.0578727174594045,0.2258095978170273,,0.0278980502917194,,
discharge,2010-06-26 05:11:06,4,B0041,109,3105,03105.csv,1.1194574527298193,,,0.0,,,,0.0,-0.0040826640775408,,0.8459425527598841,,0.0,-0.5933529732143032,,,,0.7741477124183004,-0.7810567570267977,,,8.750669611128531,,2.2106993464052285,3.357060662805854,,,,0.4166422692088267,0.4195767590453586,,,1.949658690604668,,1.2318488558801344,0.3599836632033732,,
charge,2010-06-26 06:47:06,4,B0041,110,3106,03106.csv,,,,,,,0.061,,0.0634928076277058,,-0.7652306719171635,4.247,,0.6075409741894178,,,0.4076702997275204,,0.4106298997612007,,,6.422827031017316,4.413849046321526,,4.202087899230389,,,0.4076977703353156,,0.4105844860371574,,,1.015215301598087,0.2183945175913889,,0.0271159083543335,,
discharge,2010-06-26 09:48:28,4,B0041,111,3107,03107.csv,1.0841325641850128,,,0.0,,,,0.0,0.0050938530387294,,0.8128814139883636,,0.0,-0.5668773194458145,,,,0.7546378021978021,-0.7613195099194562,,,8.86215516188506,,2.148334065934066,3.360601023233454,,,,0.4289080399825571,0.4317910439732179,,,1.862514666534872,,1.2610950535027543,0.3611521045888345,,
charge,2010-06-26 11:23:55,4,B0041,112,3108,03108.csv,,,,,,,0.061,,0.0642511717020648,,-1.2854587962120183,4.247,,0.5819114278959234,,,0.3964851648351649,,0.3994003158746718,,,6.4697679607948455,4.409863736263737,,4.202903644039404,,,0.3953143081128083,,0.398075626804111,,,0.9841954428893144,0.2151609395549452,,0.024168285594332,,
discharge,2010-06-26 14:25:15,4,B0041,113,3109,03109.csv,1.0607784232892656,,,0.0,,,,-0.0001999999999999,-0.000512991648197,,1.5896273843013091,,0.0,-0.5330260746032236,,,,0.735829398663697,-0.7425489892830268,,,8.671218071184747,,2.097022271714922,3.376453566741124,,,,0.4395923808218774,0.4427243285283489,,,1.8454945014311648,,1.2878084268033505,0.3509817770656968,,
charge,2010-06-26 15:59:50,4,B0041,114,3110,03110.csv,,,,,,,0.062,,0.0637522265087116,,0.1674390810868349,4.247,,0.5498949466010186,,,0.3842324294410625,,0.386974329130185,,,6.45038035483515,4.405260653016049,,4.203245691586201,,,0.3862107914131943,,0.3889484335334264,,,0.9533265563734292,0.2130113289564751,,0.0215797951650203,,
discharge,2010-06-26 19:01:10,4,B0041,115,3111,03111.csv,1.0170312865626592,,,0.0,,,,-0.0001999999999999,0.0033832413616876,,0.6089289754142824,,0.0,-0.5275513947404589,,,,0.7257315436241609,-0.7321893718076324,,,8.757399436040695,,2.054601789709172,3.367042030219088,,,,0.4448956800815615,0.4479201270129848,,,1.9389720537948116,,1.298245552165985,0.3688491785704867,,
impedance,2010-06-26 20:39:31,24,B0041,116,3112,03112.csv,,0.05731980784353223,0.21303814704676355,,-76.26041682411008,0.1861202885818784,,,,3.903688781911228,,,,,291.6637458930111,0.2494035755130806,,,,0.0990674239056471,872.1659419819833,,,,,41.188432903409335,0.0749979061497566,,,,0.0364620778843795,35.86696736819244,,,,,0.09878513555763337,
charge,2010-06-26 21:11:21,4,B0041,117,3113,03113.csv,,,,,,,0.06,,0.0638935167873767,,-0.0225451662081859,4.247,,0.5080930401300043,,,0.3749743732590529,,0.3777283008100367,,,6.364220665987161,4.401240111420613,,4.203619122422262,,,0.3723518349290239,,0.3750035078263038,,,0.938661182476356,0.208380397152636,,0.0189814136873836,,
impedance,2010-06-27 00:16:41,24,B0041,118,3114,03114.csv,,0.052690405882575925,0.2025055350689993,,-87.33277798971412,0.3029122284995656,,,,15.929838518625845,,,,,289.5258815191781,0.2511044606680018,,,,0.1025784396820814,874.0726645673403,,,,,39.48182428231856,0.0728899335582082,,,,0.0366168362891805,33.710116224321766,,,,,0.10231761825686018,
discharge,2010-06-27 00:48:32,4,B0041,119,3115,03115.csv,1.0000374999808574,,,0.0,,,,-0.0001999999999999,0.0004876315444161,,0.9741135064554828,,0.0,-0.4924914969960952,,,,0.7136203619909501,-0.7199523659573055,,,8.639658664137915,,2.0089411764705885,3.364330094542419,,,,0.4508751907002472,0.4538935110316131,,,1.9455157061649389,,1.3048010686428382,0.3625369589729324,,
charge,2010-06-27 02:22:13,4,B0041,120,3116,03116.csv,,,,,,,0.06,,0.0584461816515426,,-0.7232939362860495,4.247,,0.533066837692667,,,0.3695449469570072,,0.3723038695767456,,,6.34726971860068,4.398652707984367,,4.203653567891267,,,0.3685482193929969,,0.3711528857116501,,,0.9755353119175588,0.2067518902582133,,0.0194238268374301,,
discharge,2010-06-27 05:23:33,4,B0041,121,3117,03117.csv,0.991506494786248,,,0.0,,,,-0.0001999999999999,0.0024009556965558,,0.1930374521554334,,0.0,-0.5069483650943978,,,,0.7055240909090909,-0.7118463228821923,,,8.65548107609068,,1.9941909090909091,3.375116220071129,,,,0.4546479605962645,0.4576336547345684,,,1.9113924982452928,,1.3194148889261106,0.3613564717174217,,
charge,2010-06-27 06:57:00,4,B0041,122,3118,03118.csv,,,,,,,0.062,,0.0617402093463861,,-0.3906541919347956,4.247,,0.5235565133596403,,,0.3620196298373527,,0.3646922864932838,,,6.444641122123865,4.394330342120023,,4.203773943603601,,,0.3602835040883178,,0.3628918006504772,,,0.9719965766488904,0.2027950489787335,,0.0185066593730823,,
discharge,2010-06-27 09:58:20,4,B0041,123,3119,03119.csv,0.9655644425371017,,,0.0,,,,-0.0001999999999999,0.0004786894616455,,-0.0077217271703275,,0.0,-0.5074925374415709,,,,0.7024194444444445,-0.7087128423143153,,,8.759984675272241,,1.9726990740740735,3.3621759630641312,,,,0.4560605511876407,0.4591969651974924,,,2.099623793981916,,1.3186676543205815,0.3764304123397853,,
charge,2010-06-27 11:31:20,4,B0041,124,3120,03120.csv,,,,,,,0.06,,0.0635626658349555,,1.6726183289955996,4.247,,0.5238721727925459,,,0.3582043010752689,,0.3608438802908506,,,6.3512381383851055,4.39287492925863,,4.203934991902133,,,0.3528841153895816,,0.3554277271685682,,,0.9875835774787458,0.2005604059153554,,0.0180093393258355,,
discharge,2010-06-27 14:32:41,4,B0041,125,3121,03121.csv,0.9383311962439673,,,0.0,,,,0.0,0.0010317225033882,,0.3020700477774163,,0.0,-0.4985950387451363,,,,0.6915824480369515,-0.6979025722864981,,,8.830297151200996,,1.9412632794457272,3.368210631607209,,,,0.4607453014837629,0.4638511481965443,,,2.0545744703361035,,1.3311232064345753,0.3808097166954053,,
charge,2010-06-27 16:05:16,4,B0041,126,3122,03122.csv,,,,,,,0.06,,0.060751163132008,,-0.6234200399378063,4.247,,0.516235525603673,,,0.3522313390313391,,0.3548215833564677,,,6.436831061188837,4.389352136752136,,4.203787640609525,,,0.3462658317958914,,0.3487579651240372,,,0.9312060028341096,0.1968472924496233,,0.0190719229237796,,
discharge,2010-06-27 19:06:37,4,B0041,127,3123,03123.csv,0.9298903389240268,,,0.0,,,,-0.0001999999999999,-0.0039379000164736,,-0.3672552883514939,,0.0,-0.4955068309588486,,,,0.6871232558139534,-0.6933558264284685,,,8.799768115250679,,1.928909302325581,3.370853913355754,,,,0.4625854762756498,0.4658146087035281,,,2.0368801898962285,,1.3350122542611675,0.3778751727705728,,
impedance,2010-06-27 20:42:49,24,B0041,128,3124,03124.csv,,0.05936869171412584,0.21036604028507633,,-77.16539661369873,0.1859269885020165,,,,4.649665629034189,,,,,289.14377083017627,0.2536082963748172,,,,0.1018006352762971,874.2353484504292,,,,,40.817075640211264,0.0755665186513501,,,,0.0365004054848192,35.167696865445535,,,,,0.10151784823521375,
charge,2010-06-27 21:14:40,4,B0041,129,3125,03125.csv,,,,,,,0.058,,0.0623461467751665,,-0.4052299481915762,4.247,,0.4953168272056478,,,0.3457903780068728,,0.3483794350408554,,,6.350717922073639,4.386912371134021,,4.204077831667552,,,0.3405567759390837,,0.3429709320291104,,,0.9524030057052792,0.196039051709835,,0.0172493456410705,,
impedance,2010-06-28 00:20:06,24,B0041,130,3126,03126.csv,,0.05477244939078274,0.21059450650369993,,-82.94394738991846,0.262776617699933,,,,11.336750235943896,,,,,287.0801224975681,0.2550280668485424,,,,0.1056706226589359,876.4189495648633,,,,,39.16674980514794,0.0761682283155345,,,,0.0377188442462375,33.64003559072722,,,,,0.1053949329050149,
discharge,2010-06-28 00:51:57,4,B0041,131,3127,03127.csv,0.9072117399448598,,,0.0,,,,0.0,-0.0026584395340355,,2.657772351544441,,0.0,-0.4700526219814231,,,,0.6842037558685445,-0.6902880247189804,,,8.745105198865453,,1.9045774647887324,3.3581793261108124,,,,0.4637711605928348,0.4668912989328438,,,2.233932708848793,,1.3287771715498975,0.3860602961317497,,
charge,2010-06-28 02:23:34,4,B0041,132,3128,03128.csv,,,,,,,0.058,,0.0583154975786625,,-0.4345758722885326,4.247,,0.5116593655692663,,,0.346147465437788,,0.348760340475639,,,6.511494906066053,4.387039170506913,,4.203873298534453,,,0.340588917197944,,0.3429819070891046,,,0.91550507900977,0.1956893046139501,,0.0185796932488136,,
discharge,2010-06-28 05:24:57,4,B0041,133,3129,03129.csv,0.9176870676937323,,,0.0,,,,-0.0001999999999999,0.0030087600649046,,0.1520274390487097,,0.0,-0.4868936678838409,,,,0.6796236406619385,-0.6857268851295145,,,8.946917298516645,,1.9065271867612292,3.37598164284238,,,,0.4655822835518232,0.4686497588299315,,,1.9745811076797184,,1.341863680150659,0.3795637383137127,,
charge,2010-06-28 06:56:15,4,B0041,134,3130,03130.csv,,,,,,,0.053,,0.05141327246724,,-0.3311136404273629,4.242,,0.5032281814100097,,,0.3408687572590012,,0.3433404190113788,,,6.7253667622845885,4.384225900116144,,4.203949914613957,,,0.3381318454100173,,0.3404886552891012,,,0.921661365410798,0.194674595705664,,0.017843214315461,,
discharge,2010-06-28 09:57:41,4,B0041,135,3131,03131.csv,0.9157430721963028,,,0.0,,,,-0.0001999999999999,-0.0032374019926844,,-0.0522286722794698,,0.0,-0.4855959160153555,,,,0.6790081145584727,-0.6851603503311268,,,9.040543925569375,,1.9026706443914083,3.375216189144452,,,,0.4658641576970903,0.4690530196414523,,,1.9976161602859148,,1.3410459430641868,0.3795705591986807,,
charge,2010-06-28 11:28:20,4,B0041,136,3132,03132.csv,,,,,,,0.053,,0.0530820900995256,,-0.5001753940655558,4.242,,0.5017308010676849,,,0.3375478971962616,,0.3400713109334353,,,6.376189878027923,4.383439836448598,,4.203954439922109,,,0.3340892712851773,,0.3365624178362196,,,0.9983014354347152,0.1938029086193914,,0.0175551070111854,,
discharge,2010-06-28 14:29:46,4,B0041,137,3133,03133.csv,0.9111662690050432,,,0.0,,,,-0.0001999999999999,0.0026428202843956,,-0.1997970258200059,,0.0,-0.4818787752947062,,,,0.6760183132530122,-0.6819162824683658,,,8.532733645586704,,1.8931469879518077,3.378276210248986,,,,0.4670786273297667,0.4702267983219931,,,1.9851122981700604,,1.3420834135665245,0.3757561536731771,,
charge,2010-06-28 15:59:45,4,B0041,138,3134,03134.csv,,,,,,,0.05,,0.0524321630089557,,-1.2055987871942415,4.242,,0.4987861155672792,,,0.3342660011743981,,0.3368042785356261,,,6.27373374644879,4.38201291837933,,4.204040211216418,,,0.3314449213667407,,0.3339130034414569,,,1.0092529037804214,0.1931651414358188,,0.0170358318693265,,
discharge,2010-06-28 19:01:09,4,B0041,139,3135,03135.csv,0.8968901443572698,,,0.0,,,,-0.0001999999999999,0.0055229375203746,,-0.0917263039327416,,0.0,-0.4901549862313228,,,,0.6833063106796117,-0.6894186362655551,,,8.782675041661408,,1.90170145631068,3.357682549706656,,,,0.4642099326446148,0.4673319441226134,,,2.105899468491152,,1.3295331510368231,0.3867764578035651,,
impedance,2010-06-28 20:34:48,24,B0041,140,3136,03136.csv,,0.06162982433934243,0.20909069255975699,,-78.11136543514866,0.1834936144544338,,,,4.99592743434107,,,,,287.69467894727995,0.2560883799930626,,,,0.1035582911457948,875.4132089150817,,,,,39.99642171786274,0.0757297174866529,,,,0.0360023806683368,34.59234945269501,,,,,0.10327668042547163,
charge,2010-06-28 21:06:40,4,B0041,141,3137,03137.csv,,,,,,,0.05,,0.0518229661704195,,-2.216926925346658,4.242,,0.4904456958600209,,,0.3318486454652532,,0.3343238280159929,,,6.32422352063664,4.380065371024736,,4.20422933501114,,,0.3232125080190179,,0.3255150470388401,,,0.9004280202522443,0.189407219298376,,0.0167518889261527,,
impedance,2010-06-29 00:12:08,24,B0041,142,3138,03138.csv,,0.05574173182768255,0.19734303735728892,,-82.03780396724858,0.2391414027216115,,,,9.918576896560126,,,,,287.7192443305425,0.2545892688825256,,,,0.104049157238052,875.77057743026,,,,,38.93810085655005,0.0740426340963428,,,,0.0353176536887753,33.35743249173493,,,,,0.10381526132170218,
discharge,2010-06-29 00:44:00,4,B0041,143,3139,03139.csv,0.8862133472800153,,,0.0,,,,-0.0001999999999999,-0.0032346126158798,,-0.2129996003537853,,0.0,-0.4553670770937343,,,,0.6687418092909535,-0.6747860827784834,,,8.560357801003482,,1.86319315403423,3.372443445163586,,,,0.4696919804590054,0.4728584187874451,,,2.0073751145910603,,1.3423566229904598,0.3789605489160836,,
charge,2010-06-29 02:13:23,4,B0041,144,3140,03140.csv,,,,,,,0.05,,0.0532652763597008,,-0.9701265755284414,4.242,,0.4966537237964052,,,0.3302564858490566,,0.3326898276860878,,,6.274708331221535,4.379520636792453,,4.204108650421612,,,0.3273864390729744,,0.329690484257982,,,0.94785913936592,0.1913693694457713,,0.0168145131119321,,
discharge,2010-06-29 05:14:48,4,B0041,145,3141,03141.csv,0.8931124136187014,,,0.0,,,,-0.0001999999999999,0.0001406066187416,,0.0840906135898844,,0.0,-0.4874935266637799,,,,0.6834975369458128,-0.6895848665473618,,,8.764133478033603,,1.9070689655172413,3.3616482008091766,,,,0.4640821382639573,0.467266752001177,,,1.983217595537289,,1.3307222767910905,0.3814475557425367,,
charge,2010-06-29 06:43:33,4,B0041,146,3142,03142.csv,,,,,,,0.05,,0.0551861012311388,,-0.7857281968207435,4.242,,0.5036812482277133,,,0.3311938168846611,,0.3336802307285611,,,6.32432155739574,4.380456599286563,,4.2041339638691735,,,0.3263384345038769,,0.3287045261792038,,,0.9843095156889744,0.1918207033452197,,0.0166704764368407,,
discharge,2010-06-29 09:44:58,4,B0041,147,3143,03143.csv,0.880898507091054,,,0.0,,,,0.0,0.0023381647454682,,-0.233849279694045,,0.0,-0.4884696167530373,,,,0.6836838709677419,-0.6897175362541831,,,8.765404824218605,,1.9012506203473944,3.355787384613788,,,,0.4640480685910543,0.4672017903700057,,,2.1057756409467614,,1.3279547713849826,0.3876066346895403,,
charge,2010-06-29 11:13:20,4,B0041,148,3144,03144.csv,,,,,,,0.051,,0.0512514690436348,,0.8720045259174762,4.242,,0.5037031595027717,,,0.3300089766606822,,0.3325011747790536,,,6.410361625654565,4.380339916217833,,4.204184802454129,,,0.3228532404815402,,0.3251864995017112,,,0.9210688664215938,0.1909708616949714,,0.0162711286419746,,
discharge,2010-06-29 14:14:43,4,B0041,149,3145,03145.csv,0.8798879382023741,,,0.0,,,,-0.0001999999999999,0.0012130000086054,,0.2301276322115164,,0.0,-0.4794554119608687,,,,0.673904,-0.6799724655286791,,,8.755093905294753,,1.8803825,3.372760796455529,,,,0.467885727308011,0.4711679802223198,,,1.9078610004314125,,1.3404087006976697,0.3829437868238819,,
charge,2010-06-29 15:42:37,4,B0041,150,3146,03146.csv,,,,,,,0.051,,0.0534099530147453,,-0.8266035008288561,4.242,,0.4969261196106722,,,0.3251282360024082,,0.3275669104429764,,,6.433612379787689,4.378068633353402,,4.204223493833011,,,0.3213749468100891,,0.3237594630375214,,,0.8683594551727207,0.1905279952483941,,0.0168089775108233,,
discharge,2010-06-29 18:44:01,4,B0041,151,3147,03147.csv,0.8682347537115443,,,0.0,,,,-0.0001999999999999,0.0013707412218542,,0.0388973133618018,,0.0,-0.4881354953043941,,,,0.685710101010101,-0.6917951426190971,,,8.893802155578395,,1.9015277777777777,3.3509928631825083,,,,0.4632784876977713,0.466383911834793,,,2.124256430031605,,1.3229082870461213,0.3921388795934505,,
impedance,2010-06-29 20:15:20,24,B0041,152,3148,03148.csv,,0.06291676320992669,0.21851045406404562,,-74.56399722979046,0.1394576838006409,,,,4.435386897427861,,,,,286.4897107291752,0.2592521265607038,,,,0.105218544215947,876.8991245181793,,,,,40.251162104448696,0.0784048902069973,,,,0.0371584553235972,34.56168905680002,,,,,0.10492122204562793,
charge,2010-06-29 20:47:12,4,B0041,153,3149,03149.csv,,,,,,,0.051,,0.0513816485343779,,-1.5064016583362188,4.242,,0.4884079069346829,,,0.3232159709618875,,0.3256467147646869,,,6.371187328040647,4.376578342407743,,4.204242648860654,,,0.3142643162549102,,0.3164878443670672,,,0.8977673561291054,0.1878484834295733,,0.0163497584709465,,
impedance,2010-06-29 23:52:41,24,B0041,154,3150,03150.csv,,0.05718925656090362,0.19412918831236575,,-84.02033955569229,0.2474701244877393,,,,12.842120041124415,,,,,287.33501521037243,0.2548918682107093,,,,0.1044509252207114,875.7314080373866,,,,,39.01804158656167,0.0743345955746392,,,,0.0353257226110609,32.92395452108161,,,,,0.10421426927736657,
discharge,2010-06-30 00:24:32,4,B0041,155,3151,03151.csv,0.8443569490395516,,,0.0,,,,0.0,0.0003093514580548,,-0.0083261295111798,,0.0,-0.4579907701075867,,,,0.674747341772152,-0.6809063812932633,,,8.81827276383748,,1.865293670886076,3.3532732844068915,,,,0.4674976362075718,0.4706211064131115,,,2.1422955478272545,,1.33030893318092,0.3953581386503058,,
charge,2010-06-30 01:51:52,4,B0041,156,3152,03152.csv,,,,,,,0.051,,0.0536195614169417,,-0.3899993281285754,4.242,,0.4991765110516644,,,0.3246013349514564,,0.3270062329823686,,,6.385838244304575,4.377105582524272,,4.204084131669567,,,0.3186444660368696,,0.3209449816157775,,,0.8813627385857271,0.1891409519744663,,0.017160705525005,,
discharge,2010-06-30 04:53:18,4,B0041,157,3153,03153.csv,0.8657093203148538,,,0.0,,,,0.0,0.0001717808659725,,-0.0454695166018606,,0.0,-0.4811588998366489,,,,0.6790895140664962,-0.68532451408367,,,8.817889726396931,,1.8907161125319691,3.3628002392609977,,,,0.4658372770449301,0.4690075554819156,,,2.033522683210219,,1.3334466382836536,0.3887094457354331,,
charge,2010-06-30 06:20:03,4,B0041,158,3154,03154.csv,,,,,,,0.051,,0.054930151357849,,-0.1431326795263157,4.242,,0.4974880000710251,,,0.3224430844553244,,0.3248702979034902,,,6.441955860461028,4.37662423500612,,4.204218533548648,,,0.3188607218758808,,0.3211025922601652,,,0.8819319748522557,0.190058648376212,,0.0168399465586282,,
