type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,RUL,delta_0
discharge,2008-04-30 12:28:49,24,B0006,169,4674,04674.csv,1.7081086552553244,,,217.0,4.4550424104799795
impedance,2008-04-30 13:24:39,24,B0006,170,4675,04675.csv,,0.06462222077599941,0.08347874261289515,,0.2197747473333747
charge,2008-04-30 13:56:29,24,B0006,171,4676,04676.csv,,,,,2.0516416662357226
impedance,2008-04-30 16:48:25,24,B0006,172,4677,04677.csv,,0.06441730776729335,0.08332080296168762,,0.22867766274771742
discharge,2008-04-30 17:20:16,24,B0006,173,4678,04678.csv,1.6975954237461768,,,213.0,4.3806685039819016
impedance,2008-04-30 18:16:07,24,B0006,174,4679,04679.csv,,0.06535744633615422,0.08372284778321133,,0.22518162945428705
charge,2008-04-30 18:47:57,24,B0006,175,4680,04680.csv,,,,,2.1169389068087963
impedance,2008-04-30 21:43:03,24,B0006,176,4681,04681.csv,,0.06517362934686399,0.08478155339352322,,0.2261764129485122
discharge,2008-04-30 22:14:54,24,B0006,177,4682,04682.csv,1.6820634524029463,,,209.0,4.278917780278434
impedance,2008-04-30 23:10:36,24,B0006,178,4683,04683.csv,,0.0657374096950185,0.08640081854624075,,0.2307053192474594
charge,2008-04-30 23:42:27,24,B0006,179,4684,04684.csv,,,,,2.12063350302585
impedance,2008-05-01 02:43:42,24,B0006,180,4685,04685.csv,,0.06359515956336817,0.08418492196132377,,0.21560305350741998
discharge,2008-05-01 03:15:33,24,B0006,181,4686,04686.csv,1.6714768322295086,,,205.0,4.276916679718011
impedance,2008-05-01 04:11:07,24,B0006,182,4687,04687.csv,,0.06569551042223239,0.08528415424415496,,0.22990763201818293
charge,2008-05-01 04:42:57,24,B0006,183,4688,04688.csv,,,,,2.139882010488233
impedance,2008-05-01 07:44:12,24,B0006,184,4689,04689.csv,,0.06528547500729169,0.08605041403439097,,0.21514227747768078
discharge,2008-05-01 08:16:03,24,B0006,185,4690,04690.csv,1.6607591387047655,,,201.0,4.3091222464556305
impedance,2008-05-01 09:11:27,24,B0006,186,4691,04691.csv,,0.06608858001407364,0.08697381626854853,,0.22494527698633568
charge,2008-05-01 09:43:18,24,B0006,187,4692,04692.csv,,,,,2.0557642206859366
impedance,2008-05-01 12:42:34,24,B0006,188,4693,04693.csv,,0.06653396257005847,0.08674821993371198,,0.22798500995343113
discharge,2008-05-01 13:14:24,24,B0006,189,4694,04694.csv,1.651121015038069,,,197.0,4.289676088821254
impedance,2008-05-01 14:09:50,24,B0006,190,4695,04695.csv,,0.0673918549622027,0.0861118887620564,,0.22121655516448713
charge,2008-05-01 14:41:41,24,B0006,191,4696,04696.csv,,,,,2.0044887171055383
impedance,2008-05-01 17:39:20,24,B0006,192,4697,04697.csv,,0.06634112534272091,0.08720558299891104,,0.22486650644967532
discharge,2008-05-01 18:11:10,24,B0006,193,4698,04698.csv,1.6401349256190927,,,193.0,4.137321556219809
impedance,2008-05-01 19:06:26,24,B0006,194,4699,04699.csv,,0.0671457542138853,0.08632770749811566,,0.22337990200278993
charge,2008-05-01 19:38:17,24,B0006,195,4700,04700.csv,,,,,2.056775011963183
impedance,2008-05-01 22:38:24,24,B0006,196,4701,04701.csv,,0.06590996191117977,0.08712834097374948,,0.21642550604662897
discharge,2008-05-01 23:10:15,24,B0006,197,4702,04702.csv,1.6291999416165441,,,189.0,4.091375928955603
impedance,2008-05-02 00:05:31,24,B0006,198,4703,04703.csv,,0.06656218407046685,0.0876302548566821,,0.22340685609883457
charge,2008-05-02 00:37:22,24,B0006,199,4704,04704.csv,,,,,2.0938526775596973
impedance,2008-05-02 03:21:43,24,B0006,200,4705,04705.csv,,0.06605623626692969,0.08756285633165226,,0.23079463328210673
discharge,2008-05-02 03:53:34,24,B0006,201,4706,04706.csv,1.6088496302961666,,,185.0,4.01361258535787
impedance,2008-05-02 04:48:33,24,B0006,202,4707,04707.csv,,0.06683041793365703,0.0881304972895854,,0.22764641967075563
charge,2008-05-02 05:20:24,24,B0006,203,4708,04708.csv,,,,,2.093441798103899
impedance,2008-05-02 08:12:49,24,B0006,204,4709,04709.csv,,0.06590274256382748,0.08820859113319164,,0.22472543026102726
discharge,2008-05-02 08:44:40,24,B0006,205,4710,04710.csv,1.6035244898969248,,,181.0,4.016137955168159
impedance,2008-05-02 09:39:40,24,B0006,206,4711,04711.csv,,0.0671228648017542,0.08952481378716437,,0.21830418680417252
charge,2008-05-02 10:11:31,24,B0006,207,4712,04712.csv,,,,,1.9938107273199126
impedance,2008-05-02 13:11:13,24,B0006,208,4713,04713.csv,,0.06791172070092616,0.08831509615303365,,0.22932233292735327
discharge,2008-05-02 13:43:05,24,B0006,209,4714,04714.csv,1.5989712144027983,,,177.0,4.1331802230648265
impedance,2008-05-02 14:37:55,24,B0006,210,4715,04715.csv,,0.06804767963498151,0.08818918574404519,,0.22278499271793947
charge,2008-05-02 15:09:46,24,B0006,211,4716,04716.csv,,,,,2.0366037605379734
impedance,2008-05-02 18:11:03,24,B0006,212,4717,04717.csv,,0.06674377333784236,0.08857968181390717,,0.22166980884476645
discharge,2008-05-02 19:07:48,24,B0006,213,4718,04718.csv,1.5876273123575604,,,173.0,3.6818667704215655
charge,2008-05-02 20:28:25,24,B0006,214,4719,04719.csv,,,,,2.1720070875531263
discharge,2008-05-02 23:24:17,24,B0006,215,4720,04720.csv,1.5829719744686166,,,171.0,3.8346272188784094
impedance,2008-05-03 00:18:59,24,B0006,216,4721,04721.csv,,0.06787371479427354,0.08934891169767059,,0.22602396872167857
charge,2008-05-03 00:50:52,24,B0006,217,4722,04722.csv,,,,,2.1114398621334485
impedance,2008-05-03 03:41:16,24,B0006,218,4723,04723.csv,,0.06641297510611752,0.0895032370200492,,0.22872032160721803
discharge,2008-05-03 04:13:08,24,B0006,219,4724,04724.csv,1.567137636713563,,,167.0,3.8045564528485776
impedance,2008-05-03 05:07:41,24,B0006,220,4725,04725.csv,,0.06842378612071928,0.0901555365219136,,0.2353018694933462
charge,2008-05-03 05:39:33,24,B0006,221,4726,04726.csv,,,,,2.114682344383
impedance,2008-05-03 08:38:27,24,B0006,222,4727,04727.csv,,0.06686868471567307,0.08981021390663306,,0.2147391756127934
discharge,2008-05-03 09:10:19,24,B0006,223,4728,04728.csv,1.5613446139713882,,,163.0,3.8299837526069176
impedance,2008-05-03 10:04:43,24,B0006,224,4729,04729.csv,,0.06826417312265938,0.09040770934408239,,0.21981382262050214
charge,2008-05-03 10:36:35,24,B0006,225,4730,04730.csv,,,,,2.0795677923733593
impedance,2008-05-03 13:32:41,24,B0006,226,4731,04731.csv,,0.0675638979208385,0.09093282660720825,,0.23109419155164604
discharge,2008-05-03 14:04:34,24,B0006,227,4732,04732.csv,1.5511711892790419,,,159.0,3.7928338778268262
impedance,2008-05-03 14:58:49,24,B0006,228,4733,04733.csv,,0.06774703943897442,0.0901563443871731,,0.23009383600454622
charge,2008-05-03 15:30:41,24,B0006,229,4734,04734.csv,,,,,2.0617757718788265
impedance,2008-05-03 18:26:20,24,B0006,230,4735,04735.csv,,0.06767916633501396,0.09097518732194294,,0.22639469675577326
discharge,2008-05-03 18:58:13,24,B0006,231,4736,04736.csv,1.5406741606295171,,,155.0,3.787632047380651
impedance,2008-05-03 19:52:28,24,B0006,232,4737,04737.csv,,0.06860934588238804,0.09068687374298401,,0.22223404904689123
charge,2008-05-03 20:24:21,24,B0006,233,4738,04738.csv,,,,,0.6433907779501679
impedance,2008-05-03 23:10:37,24,B0006,234,4739,04739.csv,,0.0679726933427561,0.09232410955240872,,0.23024092721181014
discharge,2008-05-03 23:42:30,24,B0006,235,4740,04740.csv,1.5253138744624433,,,151.0,3.7216785325385513
impedance,2008-05-04 00:36:36,24,B0006,236,4741,04741.csv,,0.06856628257658516,0.09028017093370612,,0.21352466837666223
charge,2008-05-04 01:08:29,24,B0006,237,4742,04742.csv,,,,,2.087174435092687
impedance,2008-05-04 04:09:47,24,B0006,238,4743,04743.csv,,0.06833354741887734,0.09201668954083403,,0.21668412263200842
discharge,2008-05-04 04:41:40,24,B0006,239,4744,04744.csv,1.5301570318067428,,,147.0,3.7661867671749487
impedance,2008-05-04 05:35:36,24,B0006,240,4745,04745.csv,,0.06838165618496082,0.09097113788599188,,0.2146199642871561
charge,2008-05-04 06:07:29,24,B0006,241,4746,04746.csv,,,,,2.0852547202867835
impedance,2008-05-04 09:08:18,24,B0006,242,4747,04747.csv,,0.06885136093381199,0.0925822548520223,,0.22378859732371728
discharge,2008-05-04 09:40:11,24,B0006,243,4748,04748.csv,1.5246566834474087,,,143.0,3.738414376553882
impedance,2008-05-04 10:34:08,24,B0006,244,4749,04749.csv,,0.06936455209326015,0.09111307751610045,,0.21792021595236993
charge,2008-05-04 11:06:02,24,B0006,245,4750,04750.csv,,,,,2.073095344965257
impedance,2008-05-04 14:06:20,24,B0006,246,4751,04751.csv,,0.06906646906873301,0.0934909607320899,,0.22590439367622195
discharge,2008-05-04 14:38:13,24,B0006,247,4752,04752.csv,1.5145492986655427,,,139.0,3.6830650665525404
impedance,2008-05-04 15:32:01,24,B0006,248,4753,04753.csv,,0.06981284024900297,0.09154323806605419,,0.22034235930898002
charge,2008-05-04 16:03:55,24,B0006,249,4754,04754.csv,,,,,2.085595113561789
impedance,2008-05-04 19:05:14,24,B0006,250,4755,04755.csv,,0.06870914709601504,0.09387730518518865,,0.2207470376497342
discharge,2008-05-04 19:37:07,24,B0006,251,4756,04756.csv,1.509391504602082,,,135.0,3.6987085165415503
impedance,2008-05-04 20:30:47,24,B0006,252,4757,04757.csv,,0.06972534834514055,0.09161565328372992,,0.22955182043668945
charge,2008-05-04 21:02:41,24,B0006,253,4758,04758.csv,,,,,2.0874423485532114
impedance,2008-05-05 00:04:00,24,B0006,254,4759,04759.csv,,0.06952595566680789,0.09418623001298362,,0.21507206631170236
discharge,2008-05-05 00:35:53,24,B0006,255,4760,04760.csv,1.5039974333050705,,,131.0,3.7239763226579696
impedance,2008-05-05 01:29:24,24,B0006,256,4761,04761.csv,,0.06923026401542158,0.09233738103251986,,0.21871688570030762
charge,2008-05-05 02:01:17,24,B0006,257,4762,04762.csv,,,,,2.0962846626123643
impedance,2008-05-05 04:56:20,24,B0006,258,4763,04763.csv,,0.06825231466048369,0.09343980119280403,,0.23310590991057537
discharge,2008-05-05 05:28:13,24,B0006,259,4764,04764.csv,1.4935201918040188,,,127.0,3.633553038371048
impedance,2008-05-05 06:21:44,24,B0006,260,4765,04765.csv,,0.06891786116947377,0.09149357719093887,,0.22864209390623957
charge,2008-05-05 06:53:38,24,B0006,261,4766,04766.csv,,,,,2.1368646407079797
impedance,2008-05-05 09:54:58,24,B0006,262,4767,04767.csv,,0.06960330384223117,0.09561343002331575,,0.23410234142459266
discharge,2008-05-05 11:41:31,24,B0006,263,4768,04768.csv,1.4876323024497422,,,123.0,3.6054841037639638
charge,2008-05-05 17:40:16,24,B0006,264,4769,04769.csv,,,,,1.4207005228849054
discharge,2008-05-05 20:40:08,24,B0006,265,4770,04770.csv,1.5302876214401704,,,121.0,3.970338105210308
impedance,2008-05-05 21:33:38,24,B0006,266,4771,04771.csv,,0.07057714520177544,0.0924269028093456,,0.2215403061560605
charge,2008-05-05 22:05:32,24,B0006,267,4772,04772.csv,,,,,2.1703426734842046
impedance,2008-05-06 01:06:52,24,B0006,268,4773,04773.csv,,0.06944383967261045,0.09508674404018921,,0.22244008091388526
discharge,2008-05-06 01:38:46,24,B0006,269,4774,04774.csv,1.5040760088360112,,,117.0,3.83436668313492
impedance,2008-05-06 02:31:59,24,B0006,270,4775,04775.csv,,0.06983595497026351,0.09248565148585214,,0.22811274914689536
charge,2008-05-06 03:03:53,24,B0006,271,4776,04776.csv,,,,,2.110809656985612
impedance,2008-05-06 06:05:11,24,B0006,272,4777,04777.csv,,0.0692409257238966,0.09541147475162996,,0.2172500324421764
discharge,2008-05-06 06:37:06,24,B0006,273,4778,04778.csv,1.4887593608730894,,,113.0,3.9258497248381534
impedance,2008-05-06 07:30:10,24,B0006,274,4779,04779.csv,,0.06990013486335687,0.09343565348198297,,0.21180650569597614
charge,2008-05-06 08:02:05,24,B0006,275,4780,04780.csv,,,,,2.038270229303084
impedance,2008-05-06 10:53:26,24,B0006,276,4781,04781.csv,,0.07018023704211739,0.09580053634249773,,0.22748481929025283
discharge,2008-05-06 11:25:21,24,B0006,277,4782,04782.csv,1.4782779285546637,,,109.0,3.7895001405696895
impedance,2008-05-06 12:18:26,24,B0006,278,4783,04783.csv,,0.07073773149658581,0.09452066543188685,,0.2307312102646694
charge,2008-05-06 12:50:20,24,B0006,279,4784,04784.csv,,,,,1.9603740496102244
impedance,2008-05-06 15:51:41,24,B0006,280,4785,04785.csv,,0.07032112501568692,0.09530176637205882,,0.22700872325251253
discharge,2008-05-06 16:23:36,24,B0006,281,4786,04786.csv,1.478459982215684,,,105.0,3.818213463166208
impedance,2008-05-06 17:16:40,24,B0006,282,4787,04787.csv,,0.07084182825182998,0.09379226536803063,,0.22567823411380727
charge,2008-05-06 17:48:34,24,B0006,283,4788,04788.csv,,,,,2.0188895023431934
impedance,2008-05-06 20:49:54,24,B0006,284,4789,04789.csv,,0.06930780981897802,0.09454813120638911,,0.231082135015373
discharge,2008-05-06 21:21:49,24,B0006,285,4790,04790.csv,1.473214844899973,,,101.0,3.738698488766797
impedance,2008-05-06 22:14:45,24,B0006,286,4791,04791.csv,,0.07177894475349142,0.09233933765862073,,0.23171603128721383
charge,2008-05-06 22:46:40,24,B0006,287,4792,04792.csv,,,,,2.080962506207325
impedance,2008-05-07 01:45:30,24,B0006,288,4793,04793.csv,,0.07066012489753228,0.09558033908197718,,0.23622331373996877
discharge,2008-05-07 02:17:25,24,B0006,289,4794,04794.csv,1.4675164935067897,,,97.0,3.738081055746185
impedance,2008-05-07 03:10:20,24,B0006,290,4795,04795.csv,,0.07090729696873323,0.0926979751716576,,0.22150077720390435
charge,2008-05-07 03:42:15,24,B0006,291,4796,04796.csv,,,,,2.080225224218577
impedance,2008-05-07 06:32:06,24,B0006,292,4797,04797.csv,,0.07048796563268331,0.09637484690828765,,0.22683605497139359
discharge,2008-05-07 07:04:02,24,B0006,293,4798,04798.csv,1.4516292657521335,,,93.0,3.696240198243299
impedance,2008-05-07 07:56:39,24,B0006,294,4799,04799.csv,,0.07018463941503206,0.09351139693183291,,0.21286668973051917
charge,2008-05-07 08:28:34,24,B0006,295,4800,04800.csv,,,,,2.1161141980577
impedance,2008-05-07 11:29:54,24,B0006,296,4801,04801.csv,,0.071253157527167,0.09693308592499948,,0.23086731893809162
discharge,2008-05-07 12:01:49,24,B0006,297,4802,04802.csv,1.4519237720967177,,,89.0,3.7471520033589645
impedance,2008-05-07 12:54:18,24,B0006,298,4803,04803.csv,,0.07186743983607999,0.09465159812302526,,0.2186478135215419
charge,2008-05-07 13:26:13,24,B0006,299,4804,04804.csv,,,,,2.000093590624305
impedance,2008-05-07 16:27:34,24,B0006,300,4805,04805.csv,,0.07290881656804299,0.0968587759009549,,0.22568772703434578
discharge,2008-05-07 16:59:29,24,B0006,301,4806,04806.csv,1.4471484694777745,,,85.0,3.7557882189463556
impedance,2008-05-07 17:51:59,24,B0006,302,4807,04807.csv,,0.07182020327017155,0.09406289629370085,,0.22771762859410066
charge,2008-05-07 18:23:54,24,B0006,303,4808,04808.csv,,,,,2.0199756456756575
impedance,2008-05-07 21:24:14,24,B0006,304,4809,04809.csv,,0.0725103674563298,0.09660159139822988,,0.2254879981618453
discharge,2008-05-07 21:56:09,24,B0006,305,4810,04810.csv,1.4468538105659885,,,81.0,3.747570992419
impedance,2008-05-07 22:48:38,24,B0006,306,4811,04811.csv,,0.07177478049617578,0.09532003488084542,,0.2203171360494378
charge,2008-05-07 23:20:34,24,B0006,307,4812,04812.csv,,,,,2.075979000193593
impedance,2008-05-08 02:21:54,24,B0006,308,4813,04813.csv,,0.07088794010729621,0.09740741420439394,,0.21875646656104772
discharge,2008-05-08 02:53:49,24,B0006,309,4814,04814.csv,1.4416741930284678,,,77.0,3.729228811629998
impedance,2008-05-08 03:46:09,24,B0006,310,4815,04815.csv,,0.07036836968833657,0.09274330283644272,,0.22442980929561035
impedance,2008-05-09 11:53:10,24,B0006,311,4816,04816.csv,,0.07141473238066469,0.09614920599785416,,0.2286129084887705
discharge,2008-05-09 12:25:07,24,B0006,312,4817,04817.csv,1.5935866593100128,,,74.0,4.405157588875498
impedance,2008-05-09 13:19:35,24,B0006,313,4818,04818.csv,,0.07075152805097641,0.09048196250260114,,0.22838706522031252
charge,2008-05-09 17:26:51,24,B0006,314,4819,04819.csv,,,,,1.4614320018717395
discharge,2008-05-09 20:28:09,24,B0006,315,4820,04820.csv,1.5463902376915637,,,71.0,4.208562237806613
impedance,2008-05-09 21:21:03,24,B0006,316,4821,04821.csv,,0.07083150479026026,0.09066604075689752,,0.23030780759913064
charge,2008-05-09 21:53:00,24,B0006,317,4822,04822.csv,,,,,2.09988637610417
impedance,2008-05-10 00:49:59,24,B0006,318,4823,04823.csv,,0.07030413873328058,0.0930529362512398,,0.22841491831567073
discharge,2008-05-10 01:21:56,24,B0006,319,4824,04824.csv,1.51470559175661,,,67.0,3.979813865697731
impedance,2008-05-10 02:14:42,24,B0006,320,4825,04825.csv,,0.07118362015441645,0.0928235588614077,,0.23711275782252125
charge,2008-05-10 02:46:38,24,B0006,321,4826,04826.csv,,,,,2.132744507468395
impedance,2008-05-10 05:46:15,24,B0006,322,4827,04827.csv,,0.07156671814928477,0.09367023927457886,,0.21848892134942832
discharge,2008-05-10 06:18:12,24,B0006,323,4828,04828.csv,1.4989786083335404,,,63.0,3.9301752636101814
impedance,2008-05-10 07:10:49,24,B0006,324,4829,04829.csv,,0.07131586967408446,0.09263070337895823,,0.2257148463544485
charge,2008-05-10 07:42:46,24,B0006,325,4830,04830.csv,,,,,2.1380312334717324
impedance,2008-05-10 10:44:07,24,B0006,326,4831,04831.csv,,0.07235057565104601,0.09440345976365576,,0.21657773968477473
discharge,2008-05-10 11:16:04,24,B0006,327,4832,04832.csv,1.4831110745410492,,,59.0,3.8564005139749766
impedance,2008-05-10 12:08:32,24,B0006,328,4833,04833.csv,,0.07082699476931537,0.09249135121320001,,0.23755322027565742
charge,2008-05-10 12:40:29,24,B0006,329,4834,04834.csv,,,,,2.0980013288360158
impedance,2008-05-10 15:39:59,24,B0006,330,4835,04835.csv,,0.07033788263426383,0.09507092273616935,,0.2332153679736118
discharge,2008-05-10 16:11:56,24,B0006,331,4836,04836.csv,1.4729664825468278,,,55.0,3.8688421313125425
impedance,2008-05-10 17:04:16,24,B0006,332,4837,04837.csv,,0.0712990567757895,0.09306498833833467,,0.23070981789353198
charge,2008-05-10 17:36:13,24,B0006,333,4838,04838.csv,,,,,2.07176525536687
impedance,2008-05-10 20:35:57,24,B0006,334,4839,04839.csv,,0.07148316063857231,0.09546831610525248,,0.21946255741318488
discharge,2008-05-10 21:07:54,24,B0006,335,4840,04840.csv,1.4627604396099307,,,51.0,3.830779790929034
impedance,2008-05-10 22:00:05,24,B0006,336,4841,04841.csv,,0.07153178049404317,0.09395541657590765,,0.2236492575549578
charge,2008-05-10 22:32:02,24,B0006,337,4842,04842.csv,,,,,2.0666092667591016
impedance,2008-05-11 01:33:24,24,B0006,338,4843,04843.csv,,0.07177878179971342,0.09678915937102545,,0.23733617734118426
discharge,2008-05-11 02:05:21,24,B0006,339,4844,04844.csv,1.4518364681062514,,,47.0,3.8005738505653412
impedance,2008-05-11 02:57:32,24,B0006,340,4845,04845.csv,,0.07210470131692288,0.09426903728901763,,0.23104342166148636
charge,2008-05-11 03:29:30,24,B0006,341,4846,04846.csv,,,,,2.0729637569465664
impedance,2008-05-11 06:23:30,24,B0006,342,4847,04847.csv,,0.07217659052012376,0.09731548106056298,,0.22595825656011878
discharge,2008-05-11 06:55:27,24,B0006,343,4848,04848.csv,1.4468670644030392,,,43.0,3.752229070042233
impedance,2008-05-11 07:47:30,24,B0006,344,4849,04849.csv,,0.07254046891986726,0.09511625677952429,,0.22422978102808175
charge,2008-05-11 08:19:27,24,B0006,345,4850,04850.csv,,,,,2.080972758873527
impedance,2008-05-11 11:20:49,24,B0006,346,4851,04851.csv,,0.07275773932145782,0.09742370041141407,,0.22479705708231626
discharge,2008-05-11 11:52:47,24,B0006,347,4852,04852.csv,1.441380399427779,,,39.0,3.770696402322996
impedance,2008-05-11 12:44:40,24,B0006,348,4853,04853.csv,,0.07242420049463154,0.09419821095899443,,0.22703064975252835
charge,2008-05-11 13:16:38,24,B0006,349,4854,04854.csv,,,,,2.071708628162927
impedance,2008-05-11 16:18:00,24,B0006,350,4855,04855.csv,,0.07161196696477634,0.09618267512171286,,0.22136357177265026
discharge,2008-05-11 16:49:58,24,B0006,351,4856,04856.csv,1.431210744960774,,,35.0,3.749250221555403
impedance,2008-05-11 17:41:53,24,B0006,352,4857,04857.csv,,0.07177274897642728,0.09431269324325077,,0.2329551855093251
charge,2008-05-11 18:13:51,24,B0006,353,4858,04858.csv,,,,,2.0763805293220057
impedance,2008-05-11 21:15:14,24,B0006,354,4859,04859.csv,,0.07236285655797875,0.09800608224040097,,0.23776843328850364
discharge,2008-05-11 21:47:12,24,B0006,355,4860,04860.csv,1.4260247179525716,,,31.0,3.76380140537726
impedance,2008-05-11 22:38:57,24,B0006,356,4861,04861.csv,,0.07197325031942853,0.09403994753481937,,0.2216454642339254
charge,2008-05-11 23:10:55,24,B0006,357,4862,04862.csv,,,,,2.082940281110284
impedance,2008-05-12 02:05:00,24,B0006,358,4863,04863.csv,,0.07217187946582546,0.09754420653220938,,0.2352419343751371
discharge,2008-05-12 02:36:58,24,B0006,359,4864,04864.csv,1.420487649966195,,,27.0,3.6899093423899836
impedance,2008-05-12 03:28:34,24,B0006,360,4865,04865.csv,,0.07218496036569667,0.09436432368311946,,0.22369865903671293
charge,2008-05-12 04:00:32,24,B0006,361,4866,04866.csv,,,,,2.0892391397420282
impedance,2008-05-12 12:24:36,24,B0006,362,4867,04867.csv,,0.07327514105662862,0.09816756377374604,,0.23082135579832685
discharge,2008-05-12 12:56:34,24,B0006,363,4868,04868.csv,1.4207006230355006,,,23.0,3.86778589234169
impedance,2008-05-12 13:48:19,24,B0006,364,4869,04869.csv,,0.07255344400984245,0.09400039614590885,,0.23088042185894703
charge,2008-05-12 16:11:11,24,B0006,365,4870,04870.csv,,,,,0.023397609145663096
discharge,2008-05-12 18:59:59,24,B0006,366,4871,04871.csv,1.452255804330839,,,20.0,3.836719851927722
impedance,2008-05-12 19:51:52,24,B0006,367,4872,04872.csv,,0.07279898453381024,0.0935192293551594,,0.23206582564694747
charge,2008-05-12 20:23:51,24,B0006,368,4873,04873.csv,,,,,2.1166420270378805
impedance,2008-05-12 23:21:19,24,B0006,369,4874,04874.csv,,0.0737422116355231,0.09682011701371697,,0.23051368899457317
discharge,2008-05-12 23:53:17,24,B0006,370,4875,04875.csv,1.431557632772571,,,16.0,3.787660612084244
impedance,2008-05-13 00:44:53,24,B0006,371,4876,04876.csv,,0.07230626414964644,0.09373318368991343,,0.2363485179689822
charge,2008-05-13 01:16:51,24,B0006,372,4877,04877.csv,,,,,0.6883304632629286
impedance,2008-05-13 04:03:26,24,B0006,373,4878,04878.csv,,0.07351181896001253,0.09784840606777727,,0.23305654367740283
discharge,2008-05-13 04:35:25,24,B0006,374,4879,04879.csv,1.415015751158943,,,12.0,3.7803764770939066
impedance,2008-05-13 05:26:51,24,B0006,375,4880,04880.csv,,0.0731481609531371,0.09450117088751923,,0.22870978958024435
charge,2008-05-13 05:58:50,24,B0006,376,4881,04881.csv,,,,,2.1401506467844427
impedance,2008-05-13 08:52:05,24,B0006,377,4882,04882.csv,,0.07363095072187217,0.09872074778143794,,0.24058010128839213
discharge,2008-05-13 09:24:04,24,B0006,378,4883,04883.csv,1.4097311506517451,,,8.0,3.814902746803759
impedance,2008-05-13 10:15:02,24,B0006,379,4884,04884.csv,,0.07258698856788243,0.0942767204381327,,0.22015751753630314
charge,2008-05-13 10:47:01,24,B0006,380,4885,04885.csv,,,,,2.1068041230537524
impedance,2008-05-13 13:48:25,24,B0006,381,4886,04886.csv,,0.07483720295528123,0.09855595497783809,,0.23353855863561598
discharge,2008-05-13 14:20:24,24,B0006,382,4887,04887.csv,1.404917318129309,,,4.0,3.7485536952412537
impedance,2008-05-13 15:11:42,24,B0006,383,4888,04888.csv,,0.07231062653103708,0.09437378694839117,,0.2327674848774916
charge,2008-05-13 15:43:41,24,B0006,384,4889,04889.csv,,,,,2.0135413239367406
impedance,2008-05-13 18:32:21,24,B0006,385,4890,04890.csv,,0.07422880685868813,0.09794583413307753,,0.23084338829428563
discharge,2008-05-13 19:04:20,24,B0006,386,4891,04891.csv,1.395164296571563,,,0.0,3.666841632676506
impedance,2008-05-13 19:55:29,24,B0006,387,4892,04892.csv,,0.07185660712942502,0.09376323440193435,,0.23523940127478996
charge,2008-05-13 20:27:29,24,B0006,388,4893,04893.csv,,,,,2.04744803247405
impedance,2008-05-13 23:27:26,24,B0006,389,4894,04894.csv,,0.07359262883289279,0.09794263420249376,,0.23165106997846452
discharge,2008-05-13 23:59:26,24,B0006,390,4895,04895.csv,1.3945343832614077,,,0.0,3.6666673997586745
impedance,2008-05-14 00:50:35,24,B0006,391,4896,04896.csv,,0.07355530338796804,0.09481493549893713,,0.23081778575473674
charge,2008-05-14 01:22:34,24,B0006,392,4897,04897.csv,,,,,2.1457056506940106
impedance,2008-05-14 04:23:57,24,B0006,393,4898,04898.csv,,0.07428961541366103,0.09782803971993742,,0.2354256007132601
discharge,2008-05-14 04:55:57,24,B0006,394,4899,04899.csv,1.3893171179312644,,,0.0,3.6868665733296315
impedance,2008-05-14 05:46:58,24,B0006,395,4900,04900.csv,,0.07377742233884306,0.09550761968799028,,0.2362669276503999
charge,2008-05-14 06:18:57,24,B0006,396,4901,04901.csv,,,,,2.1162763976568164
impedance,2008-05-14 09:20:22,24,B0006,397,4902,04902.csv,,0.07436247289279864,0.100297485432866,,0.23308116566018497
discharge,2008-05-14 09:52:22,24,B0006,398,4903,04903.csv,1.3838379472327809,,,0.0,3.7277236224937416
impedance,2008-05-14 10:43:12,24,B0006,399,4904,04904.csv,,0.07280893667527459,0.09466825353513973,,0.23008214394089385
charge,2008-05-14 11:15:12,24,B0006,400,4905,04905.csv,,,,,2.030983433072385
impedance,2008-05-14 14:03:22,24,B0006,401,4906,04906.csv,,0.07308819155500623,0.10028552688952369,,0.24017957380718985
discharge,2008-05-14 14:35:22,24,B0006,402,4907,04907.csv,1.3736814238195123,,,0.0,3.6991606369265404
impedance,2008-05-14 15:26:13,24,B0006,403,4908,04908.csv,,0.07423988397360735,0.09455851844360653,,0.23309202322907394
charge,2008-05-14 15:58:13,24,B0006,404,4909,04909.csv,,,,,2.0292060692906304
impedance,2008-05-14 18:59:38,24,B0006,405,4910,04910.csv,,0.07390565956199621,0.10034826354300655,,0.23233301460898928
discharge,2008-05-14 19:31:39,24,B0006,406,4911,04911.csv,1.3786059891863676,,,0.0,3.6656536677080562
impedance,2008-05-14 20:22:30,24,B0006,407,4912,04912.csv,,0.07351251053388887,0.09455928328741696,,0.22865973208773727
charge,2008-05-14 20:54:30,24,B0006,408,4913,04913.csv,,,,,2.127681902095523
impedance,2008-05-14 23:55:55,24,B0006,409,4914,04914.csv,,0.07406486350284623,0.09903658397481056,,0.22539728009608184
discharge,2008-05-15 00:27:55,24,B0006,410,4915,04915.csv,1.3737600299108574,,,0.0,3.657765138176083
impedance,2008-05-15 01:18:37,24,B0006,411,4916,04916.csv,,0.07290767778143425,0.09500166880506605,,0.2384304080270521
charge,2008-05-15 01:50:38,24,B0006,412,4917,04917.csv,,,,,2.1340499564629027
